expansion_document_id,check_name,check_status,observed_value,expected_value,detail,checked_at
EXPDOC-021,duplicate_sha,PASS,,unique,,2026-09-14T01:56:26Z
EXPDOC-021,duplicate_filename,PASS,coller-secondaries-nport-ex-2025-12.html,unique,,2026-09-14T01:56:26Z
EXPDOC-021,duplicate_url,PASS,unique,unique,,2026-09-14T01:56:26Z
EXPDOC-021,doc_type_enum,PASS,Schedule_Inv,document-types.csv or approved new family,,2026-09-14T01:56:26Z
EXPDOC-021,subtype,PASS,NPORT_EX,taxonomy map,,2026-09-14T01:56:26Z
EXPDOC-021,native_pdf,HOLD,html,pdf,canonical merge accepts pdf only,2026-09-14T01:56:26Z
EXPDOC-021,merge_size_gate,PASS,391560,>20480,canonical _merge_rows.py rejects 20 KB or smaller,2026-09-14T01:56:26Z
EXPDOC-021,pdf_probe,NOT_APPLICABLE,,pdf,materialize_native_to_pdf.py does not exist yet,2026-09-14T01:56:26Z
EXPDOC-021,rights,PASS,PUBLIC,known,public URL with recorded license_note,2026-09-14T01:56:26Z
EXPDOC-021,canonical_ready,HOLD,,pdf + existing doc_type + unique hash,this run does not merge into source_ledger.csv,2026-09-14T01:56:26Z
EXPDOC-022,source_identity,PASS,https://www.sec.gov/Archives/edgar/data/1969180/000141036826020768/primary_doc.xml,url,,2026-09-14T01:56:26Z
EXPDOC-022,byte_integrity,PASS,13bcadce79d829d179a2506669be7c0a3cf9ee50c3a4a4488cdc3e5f56afa7d9,sha256,,2026-09-14T01:56:26Z
EXPDOC-022,magic,PASS,TRUE,TRUE,xml,2026-09-14T01:56:26Z
EXPDOC-022,duplicate_sha,PASS,,unique,,2026-09-14T01:56:26Z
EXPDOC-022,duplicate_filename,PASS,coller-secondaries-nport-p-2025-12.xml,unique,,2026-09-14T01:56:26Z
EXPDOC-022,duplicate_url,PASS,unique,unique,,2026-09-14T01:56:26Z
EXPDOC-022,doc_type_enum,PASS,Schedule_Inv,document-types.csv or approved new family,,2026-09-14T01:56:26Z
EXPDOC-022,subtype,PASS,NPORT_P,taxonomy map,,2026-09-14T01:56:26Z
EXPDOC-022,native_pdf,HOLD,xml,pdf,canonical merge accepts pdf only,2026-09-14T01:56:26Z
EXPDOC-022,merge_size_gate,PASS,158960,>20480,canonical _merge_rows.py rejects 20 KB or smaller,2026-09-14T01:56:26Z
EXPDOC-022,pdf_probe,NOT_APPLICABLE,,pdf,materialize_native_to_pdf.py does not exist yet,2026-09-14T01:56:26Z
EXPDOC-022,rights,PASS,PUBLIC,known,public URL with recorded license_note,2026-09-14T01:56:26Z
EXPDOC-022,canonical_ready,HOLD,,pdf + existing doc_type + unique hash,this run does not merge into source_ledger.csv,2026-09-14T01:56:26Z
EXPDOC-023,source_identity,PASS,https://www.sec.gov/Archives/edgar/data/1969180/000121390026057349/ea0289481-01_sctoi.htm,url,,2026-09-14T01:56:26Z
EXPDOC-023,byte_integrity,PASS,f63d2301d4bea1357e0f4c1b3b52378bb843e6f3bcc52e2a168f13c8032c5dab,sha256,,2026-09-14T01:56:26Z
EXPDOC-023,magic,PASS,TRUE,TRUE,html,2026-09-14T01:56:26Z
EXPDOC-023,duplicate_sha,PASS,,unique,,2026-09-14T01:56:26Z
EXPDOC-023,duplicate_filename,PASS,coller-secondaries-sc-to-i-2026.html,unique,,2026-09-14T01:56:26Z
EXPDOC-023,duplicate_url,PASS,unique,unique,,2026-09-14T01:56:26Z
EXPDOC-023,doc_type_enum,PASS,Institutional_Report,document-types.csv or approved new family,,2026-09-14T01:56:26Z
EXPDOC-023,subtype,PASS,Secondary_Sale_RFP,taxonomy map,,2026-09-14T01:56:26Z
EXPDOC-023,native_pdf,HOLD,html,pdf,canonical merge accepts pdf only,2026-09-14T01:56:26Z
EXPDOC-023,merge_size_gate,PASS,169209,>20480,canonical _merge_rows.py rejects 20 KB or smaller,2026-09-14T01:56:26Z
EXPDOC-023,pdf_probe,NOT_APPLICABLE,,pdf,materialize_native_to_pdf.py does not exist yet,2026-09-14T01:56:26Z
EXPDOC-023,rights,PASS,PUBLIC,known,public URL with recorded license_note,2026-09-14T01:56:26Z
EXPDOC-023,canonical_ready,HOLD,,pdf + existing doc_type + unique hash,this run does not merge into source_ledger.csv,2026-09-14T01:56:26Z
EXPDOC-024,source_identity,PASS,https://www.sec.gov/Archives/edgar/data/1876006/000110465926070470/tm2616630d1_ncsr.htm,url,,2026-09-14T01:56:26Z
EXPDOC-024,byte_integrity,PASS,d475b60990691533b47b7cabb01753ec2b51d3fa318a39e0c0743ccce130f839,sha256,,2026-09-14T01:56:26Z
EXPDOC-024,magic,PASS,TRUE,TRUE,html,2026-09-14T01:56:26Z
EXPDOC-024,duplicate_sha,PASS,,unique,,2026-09-14T01:56:26Z
EXPDOC-024,duplicate_filename,PASS,ares-private-markets-ncsr-2026.html,unique,,2026-09-14T01:56:26Z
EXPDOC-024,duplicate_url,PASS,unique,unique,,2026-09-14T01:56:26Z
EXPDOC-024,doc_type_enum,PASS,Financials,document-types.csv or approved new family,,2026-09-14T01:56:26Z
EXPDOC-024,subtype,PASS,N_CSR,taxonomy map,,2026-09-14T01:56:26Z
EXPDOC-024,native_pdf,HOLD,html,pdf,canonical merge accepts pdf only,2026-09-14T01:56:26Z
EXPDOC-024,merge_size_gate,PASS,1519830,>20480,canonical _merge_rows.py rejects 20 KB or smaller,2026-09-14T01:56:26Z
EXPDOC-024,pdf_probe,NOT_APPLICABLE,,pdf,materialize_native_to_pdf.py does not exist yet,2026-09-14T01:56:26Z
EXPDOC-024,rights,PASS,PUBLIC,known,public URL with recorded license_note,2026-09-14T01:56:26Z
EXPDOC-024,canonical_ready,HOLD,,pdf + existing doc_type + unique hash,this run does not merge into source_ledger.csv,2026-09-14T01:56:26Z
EXPDOC-025,source_identity,PASS,https://www.sec.gov/Archives/edgar/data/1876006/000104916926000700/fp0097777_nportex.htm,url,,2026-09-14T01:56:26Z
EXPDOC-025,byte_integrity,PASS,55feeaac338b7cd8d8411a25f5e1910751882097a94816c61f12202d95146d32,sha256,,2026-09-14T01:56:26Z
EXPDOC-025,magic,PASS,TRUE,TRUE,html,2026-09-14T01:56:26Z
EXPDOC-025,duplicate_sha,PASS,,unique,,2026-09-14T01:56:26Z
EXPDOC-025,duplicate_filename,PASS,ares-private-markets-nport-ex-2025-12.html,unique,,2026-09-14T01:56:26Z
EXPDOC-025,duplicate_url,PASS,unique,unique,,2026-09-14T01:56:26Z
EXPDOC-025,doc_type_enum,PASS,Schedule_Inv,document-types.csv or approved new family,,2026-09-14T01:56:26Z
EXPDOC-025,subtype,PASS,NPORT_EX,taxonomy map,,2026-09-14T01:56:26Z
EXPDOC-025,native_pdf,HOLD,html,pdf,canonical merge accepts pdf only,2026-09-14T01:56:26Z
EXPDOC-025,merge_size_gate,PASS,392825,>20480,canonical _merge_rows.py rejects 20 KB or smaller,2026-09-14T01:56:26Z
EXPDOC-025,pdf_probe,NOT_APPLICABLE,,pdf,materialize_native_to_pdf.py does not exist yet,2026-09-14T01:56:26Z
EXPDOC-025,rights,PASS,PUBLIC,known,public URL with recorded license_note,2026-09-14T01:56:26Z
EXPDOC-025,canonical_ready,HOLD,,pdf + existing doc_type + unique hash,this run does not merge into source_ledger.csv,2026-09-14T01:56:26Z
EXPDOC-026,source_identity,PASS,https://www.sec.gov/Archives/edgar/data/1876006/000104916926000700/primary_doc.xml,url,,2026-09-14T01:56:26Z
EXPDOC-026,byte_integrity,PASS,2fcfebf6af589fc4f0ce48ff81ec9d546f7ecb7d081ffd031335632407ba2ae8,sha256,,2026-09-14T01:56:26Z
EXPDOC-026,magic,PASS,TRUE,TRUE,xml,2026-09-14T01:56:26Z
EXPDOC-026,duplicate_sha,PASS,,unique,,2026-09-14T01:56:26Z
EXPDOC-026,duplicate_filename,PASS,ares-private-markets-nport-p-2025-12.xml,unique,,2026-09-14T01:56:26Z
EXPDOC-026,duplicate_url,PASS,unique,unique,,2026-09-14T01:56:26Z
EXPDOC-026,doc_type_enum,PASS,Schedule_Inv,document-types.csv or approved new family,,2026-09-14T01:56:26Z
EXPDOC-026,subtype,PASS,NPORT_P,taxonomy map,,2026-09-14T01:56:26Z
EXPDOC-026,native_pdf,HOLD,xml,pdf,canonical merge accepts pdf only,2026-09-14T01:56:26Z
EXPDOC-026,merge_size_gate,PASS,397110,>20480,canonical _merge_rows.py rejects 20 KB or smaller,2026-09-14T01:56:26Z
EXPDOC-026,pdf_probe,NOT_APPLICABLE,,pdf,materialize_native_to_pdf.py does not exist yet,2026-09-14T01:56:26Z
EXPDOC-026,rights,PASS,PUBLIC,known,public URL with recorded license_note,2026-09-14T01:56:26Z
EXPDOC-026,canonical_ready,HOLD,,pdf + existing doc_type + unique hash,this run does not merge into source_ledger.csv,2026-09-14T01:56:26Z
EXPDOC-027,source_identity,PASS,https://www.sec.gov/Archives/edgar/data/1876006/000110465926022851/tm267622d1_sctoi.htm,url,,2026-09-14T01:56:26Z
EXPDOC-027,byte_integrity,PASS,d6b9f17aae6eb3179e0d3ac9f1574191970801669cf37456f0548e0066ec2f16,sha256,,2026-09-14T01:56:26Z
EXPDOC-027,magic,PASS,TRUE,TRUE,html,2026-09-14T01:56:26Z
EXPDOC-027,duplicate_sha,PASS,,unique,,2026-09-14T01:56:26Z
EXPDOC-027,duplicate_filename,PASS,ares-private-markets-sc-to-i-2026.html,unique,,2026-09-14T01:56:26Z
EXPDOC-027,duplicate_url,PASS,unique,unique,,2026-09-14T01:56:26Z
EXPDOC-027,doc_type_enum,PASS,Institutional_Report,document-types.csv or approved new family,,2026-09-14T01:56:26Z
EXPDOC-027,subtype,PASS,Secondary_Sale_RFP,taxonomy map,,2026-09-14T01:56:26Z
EXPDOC-027,native_pdf,HOLD,html,pdf,canonical merge accepts pdf only,2026-09-14T01:56:26Z
EXPDOC-027,merge_size_gate,PASS,94920,>20480,canonical _merge_rows.py rejects 20 KB or smaller,2026-09-14T01:56:26Z
EXPDOC-027,pdf_probe,NOT_APPLICABLE,,pdf,materialize_native_to_pdf.py does not exist yet,2026-09-14T01:56:26Z
EXPDOC-027,rights,PASS,PUBLIC,known,public URL with recorded license_note,2026-09-14T01:56:26Z
EXPDOC-027,canonical_ready,HOLD,,pdf + existing doc_type + unique hash,this run does not merge into source_ledger.csv,2026-09-14T01:56:26Z
EXPDOC-028,source_identity,PASS,https://www.sec.gov/Archives/edgar/data/1803491/000121390026066804/ea0291054-01_ncsr.htm,url,,2026-09-14T01:56:26Z
EXPDOC-028,byte_integrity,PASS,f601ea04a192df1e8e74def1effbbe4ae4b33de0162ecda39172dbf7bd535eda,sha256,,2026-09-14T01:56:26Z
EXPDOC-028,magic,PASS,TRUE,TRUE,html,2026-09-14T01:56:26Z
EXPDOC-028,duplicate_sha,PASS,,unique,,2026-09-14T01:56:26Z
EXPDOC-028,duplicate_filename,PASS,hamilton-lane-private-assets-ncsr-2026.html,unique,,2026-09-14T01:56:26Z
EXPDOC-028,duplicate_url,PASS,unique,unique,,2026-09-14T01:56:26Z
EXPDOC-028,doc_type_enum,PASS,Financials,document-types.csv or approved new family,,2026-09-14T01:56:26Z
EXPDOC-028,subtype,PASS,N_CSR,taxonomy map,,2026-09-14T01:56:26Z
EXPDOC-028,native_pdf,HOLD,html,pdf,canonical merge accepts pdf only,2026-09-14T01:56:26Z
EXPDOC-028,merge_size_gate,PASS,7694523,>20480,canonical _merge_rows.py rejects 20 KB or smaller,2026-09-14T01:56:26Z
EXPDOC-028,pdf_probe,NOT_APPLICABLE,,pdf,materialize_native_to_pdf.py does not exist yet,2026-09-14T01:56:26Z
EXPDOC-028,rights,PASS,PUBLIC,known,public URL with recorded license_note,2026-09-14T01:56:26Z
EXPDOC-028,canonical_ready,HOLD,,pdf + existing doc_type + unique hash,this run does not merge into source_ledger.csv,2026-09-14T01:56:26Z
EXPDOC-029,source_identity,PASS,https://www.sec.gov/Archives/edgar/data/1803491/000119312526373881/hlpafsoi6302026.htm,url,,2026-09-14T01:56:26Z
EXPDOC-029,byte_integrity,PASS,22d8c60c5391827f0e754c45fca1bd59696ad90631a235e913c986953fb09eb4,sha256,,2026-09-14T01:56:26Z
EXPDOC-029,magic,PASS,TRUE,TRUE,html,2026-09-14T01:56:26Z
EXPDOC-029,duplicate_sha,PASS,,unique,,2026-09-14T01:56:26Z
EXPDOC-029,duplicate_filename,PASS,hamilton-lane-private-assets-nport-ex-2026-06.html,unique,,2026-09-14T01:56:26Z
EXPDOC-029,duplicate_url,PASS,unique,unique,,2026-09-14T01:56:26Z
EXPDOC-029,doc_type_enum,PASS,Schedule_Inv,document-types.csv or approved new family,,2026-09-14T01:56:26Z
EXPDOC-029,subtype,PASS,NPORT_EX,taxonomy map,,2026-09-14T01:56:26Z
EXPDOC-029,native_pdf,HOLD,html,pdf,canonical merge accepts pdf only,2026-09-14T01:56:26Z
EXPDOC-029,merge_size_gate,PASS,515753,>20480,canonical _merge_rows.py rejects 20 KB or smaller,2026-09-14T01:56:26Z
EXPDOC-029,pdf_probe,NOT_APPLICABLE,,pdf,materialize_native_to_pdf.py does not exist yet,2026-09-14T01:56:26Z
EXPDOC-029,rights,PASS,PUBLIC,known,public URL with recorded license_note,2026-09-14T01:56:26Z
EXPDOC-029,canonical_ready,HOLD,,pdf + existing doc_type + unique hash,this run does not merge into source_ledger.csv,2026-09-14T01:56:26Z
EXPDOC-030,source_identity,PASS,https://www.sec.gov/Archives/edgar/data/1803491/000119312526373881/primary_doc.xml,url,,2026-09-14T01:56:26Z
EXPDOC-030,byte_integrity,PASS,f4b97047dc1343cbecc957d3d6df373d1b65d4f475ca6c41a6ab93ea49329a25,sha256,,2026-09-14T01:56:26Z
EXPDOC-030,magic,PASS,TRUE,TRUE,xml,2026-09-14T01:56:26Z
EXPDOC-030,duplicate_sha,PASS,,unique,,2026-09-14T01:56:26Z
EXPDOC-030,duplicate_filename,PASS,hamilton-lane-private-assets-nport-p-2026-06.xml,unique,,2026-09-14T01:56:26Z
EXPDOC-030,duplicate_url,PASS,unique,unique,,2026-09-14T01:56:26Z
EXPDOC-030,doc_type_enum,PASS,Schedule_Inv,document-types.csv or approved new family,,2026-09-14T01:56:26Z
EXPDOC-030,subtype,PASS,NPORT_P,taxonomy map,,2026-09-14T01:56:26Z
EXPDOC-030,native_pdf,HOLD,xml,pdf,canonical merge accepts pdf only,2026-09-14T01:56:26Z
EXPDOC-030,merge_size_gate,PASS,338803,>20480,canonical _merge_rows.py rejects 20 KB or smaller,2026-09-14T01:56:26Z
EXPDOC-030,pdf_probe,NOT_APPLICABLE,,pdf,materialize_native_to_pdf.py does not exist yet,2026-09-14T01:56:26Z
EXPDOC-030,rights,PASS,PUBLIC,known,public URL with recorded license_note,2026-09-14T01:56:26Z
EXPDOC-030,canonical_ready,HOLD,,pdf + existing doc_type + unique hash,this run does not merge into source_ledger.csv,2026-09-14T01:56:26Z
EXPDOC-031,source_identity,PASS,https://www.sec.gov/Archives/edgar/data/1803491/000121390026013125/ea0274415-01_sctoi.htm,url,,2026-09-14T01:56:26Z
EXPDOC-031,byte_integrity,PASS,b27280cb870bba1e55c851ea08f95f5fa65ae7f7359af55fda080b644cb657f6,sha256,,2026-09-14T01:56:26Z
EXPDOC-031,magic,PASS,TRUE,TRUE,html,2026-09-14T01:56:26Z
EXPDOC-031,duplicate_sha,PASS,,unique,,2026-09-14T01:56:26Z
EXPDOC-031,duplicate_filename,PASS,hamilton-lane-private-assets-sc-to-i-2026.html,unique,,2026-09-14T01:56:26Z
EXPDOC-031,duplicate_url,PASS,unique,unique,,2026-09-14T01:56:26Z
EXPDOC-031,doc_type_enum,PASS,Institutional_Report,document-types.csv or approved new family,,2026-09-14T01:56:26Z
EXPDOC-031,subtype,PASS,Secondary_Sale_RFP,taxonomy map,,2026-09-14T01:56:26Z
EXPDOC-031,native_pdf,HOLD,html,pdf,canonical merge accepts pdf only,2026-09-14T01:56:26Z
EXPDOC-031,merge_size_gate,PASS,83351,>20480,canonical _merge_rows.py rejects 20 KB or smaller,2026-09-14T01:56:26Z
EXPDOC-031,pdf_probe,NOT_APPLICABLE,,pdf,materialize_native_to_pdf.py does not exist yet,2026-09-14T01:56:26Z
EXPDOC-031,rights,PASS,PUBLIC,known,public URL with recorded license_note,2026-09-14T01:56:26Z
EXPDOC-031,canonical_ready,HOLD,,pdf + existing doc_type + unique hash,this run does not merge into source_ledger.csv,2026-09-14T01:56:26Z
